BATTERY,7,99.995316,29071.142420,,
BATTERY,7,99.995316,29071.142420,,
BATTERY,7,99.994579,33647.142420,,
BATTERY,7,99.994579,33647.142420,,
BATTERY,7,99.994558,33776.142420,,
BATTERY,7,99.992930,37265.142420,,
BATTERY,7,99.992348,40881.142420,,
BATTERY,7,99.992348,40881.142420,,
BATTERY,7,99.991713,44818.142420,,
BATTERY,7,99.991713,44818.142420,,
BATTERY,7,99.991130,48435.142420,,
BATTERY,7,99.991130,48435.142420,,
BATTERY,7,99.990548,52052.142420,,
BATTERY,7,99.990548,52052.142420,,
BATTERY,7,99.942540,350031.142420,,
BATTERY,7,99.942540,350031.142420,,
BATTERY,7,99.941906,353967.142420,,
BATTERY,7,99.941906,353967.142420,,
BATTERY,7,99.941272,357904.142420,,
BATTERY,7,99.941272,357904.142420,,
BATTERY,7,99.941096,358993.142420,,
BATTERY,7,99.939468,362482.142420,,
BATTERY,7,99.938834,366418.142420,,
BATTERY,7,99.938834,366418.142420,,
BATTERY,7,99.851097,910991.142420,,
BATTERY,7,99.851097,910991.142420,,
BATTERY,7,99.850463,914927.142420,,
BATTERY,7,99.850463,914927.142420,,
BATTERY,7,99.849880,918544.142420,,
BATTERY,7,99.849880,918544.142420,,
BATTERY,7,99.849297,922161.142420,,
BATTERY,7,99.849297,922161.142420,,
BATTERY,7,99.848663,926098.142420,,
BATTERY,7,99.848663,926098.142420,,
BATTERY,7,99.847977,930355.142420,,
BATTERY,7,99.847977,930355.142420,,
BATTERY,7,99.847905,930804.142420,,
BATTERY,7,99.846277,934293.142420,,
BATTERY,7,99.835221,1002912.000000,,
BATTERY,7,99.835221,1002912.000000,,
BATTERY,7,99.674507,2000448.000000,,
BATTERY,7,99.673954,2001633.000000,,
BATTERY,7,99.673697,2003232.000000,,
BATTERY,7,99.673697,2003232.000000,,
BATTERY,7,99.673485,2004545.000000,,
BATTERY,7,99.673485,2004545.000000,,
BATTERY,7,99.673124,2006785.000000,,
BATTERY,7,99.673124,2006785.000000,,
BATTERY,7,99.672804,2008771.000000,,
BATTERY,7,99.672804,2008771.000000,,
BATTERY,7,99.512895,3001312.000000,,
BATTERY,7,99.512895,3001312.000000,,
BATTERY,7,99.512823,3001761.000000,,
BATTERY,7,99.512270,3002946.000000,,
BATTERY,7,99.512007,3004578.000000,,
BATTERY,7,99.512007,3004578.000000,,
BATTERY,7,99.511697,3006498.000000,,
BATTERY,7,99.511697,3006498.000000,,
BATTERY,7,99.511125,3010051.000000,,
BATTERY,7,99.511125,3010051.000000,,
BATTERY,7,99.351370,4001632.000000,,
BATTERY,7,99.351370,4001632.000000,,
BATTERY,7,99.351112,4003232.000000,,
BATTERY,7,99.351112,4003232.000000,,
BATTERY,7,99.350901,4004545.000000,,
BATTERY,7,99.350901,4004545.000000,,
BATTERY,7,99.350643,4006145.000000,,
BATTERY,7,99.350643,4006145.000000,,
BATTERY,7,99.350426,4007491.000000,,
BATTERY,7,99.350426,4007491.000000,,
BATTERY,7,99.350215,4008804.000000,,
BATTERY,7,99.350215,4008804.000000,,
BATTERY,7,99.349885,4010853.000000,,
BATTERY,7,99.349332,4012038.000000,,
BATTERY,7,99.189897,5001632.000000,,
BATTERY,7,99.189897,5001632.000000,,
BATTERY,7,99.189639,5003232.000000,,
BATTERY,7,99.189639,5003232.000000,,
BATTERY,7,99.189428,5004545.000000,,
BATTERY,7,99.189428,5004545.000000,,
BATTERY,7,99.189170,5006145.000000,,
BATTERY,7,99.189170,5006145.000000,,
BATTERY,7,99.188907,5007778.000000,,
BATTERY,7,99.188907,5007778.000000,,
BATTERY,7,99.188731,5008867.000000,,
BATTERY,7,99.188178,5010052.000000,,
BATTERY,7,99.028475,6001312.000000,,
