BATTERY,4,99.995878,25583.142420,,
BATTERY,4,99.994250,29072.142420,,
BATTERY,4,99.993513,33647.142420,,
BATTERY,4,99.993513,33647.142420,,
BATTERY,4,99.992930,37264.142420,,
BATTERY,4,99.992930,37264.142420,,
BATTERY,4,99.992348,40881.142420,,
BATTERY,4,99.992348,40881.142420,,
BATTERY,4,99.991713,44818.142420,,
BATTERY,4,99.991713,44818.142420,,
BATTERY,4,99.991130,48435.142420,,
BATTERY,4,99.991130,48435.142420,,
BATTERY,4,99.990548,52052.142420,,
BATTERY,4,99.990548,52052.142420,,
BATTERY,4,99.943102,346543.142420,,
BATTERY,4,99.941474,350032.142420,,
BATTERY,4,99.940840,353967.142420,,
BATTERY,4,99.940840,353967.142420,,
BATTERY,4,99.940205,357904.142420,,
BATTERY,4,99.940205,357904.142420,,
BATTERY,4,99.939468,362481.142420,,
BATTERY,4,99.939468,362481.142420,,
BATTERY,4,99.938834,366418.142420,,
BATTERY,4,99.938834,366418.142420,,
BATTERY,4,99.851659,907503.142420,,
BATTERY,4,99.850031,910992.142420,,
BATTERY,4,99.849397,914927.142420,,
BATTERY,4,99.849397,914927.142420,,
BATTERY,4,99.848814,918544.142420,,
BATTERY,4,99.848814,918544.142420,,
BATTERY,4,99.848231,922161.142420,,
BATTERY,4,99.848231,922161.142420,,
BATTERY,4,99.847597,926098.142420,,
BATTERY,4,99.847597,926098.142420,,
BATTERY,4,99.846911,930355.142420,,
BATTERY,4,99.846911,930355.142420,,
BATTERY,4,99.846277,934292.142420,,
BATTERY,4,99.846277,934292.142420,,
BATTERY,4,99.845916,936533.142420,,
BATTERY,4,99.844493,939317.142420,,
BATTERY,4,99.844215,941045.142420,,
BATTERY,4,99.842795,944086.142420,,
BATTERY,4,99.833318,1002912.000000,,
BATTERY,4,99.833318,1002912.000000,,
BATTERY,4,99.829459,1026863.142420,,
BATTERY,4,99.828040,1029904.142420,,
BATTERY,4,99.671484,2001632.000000,,
BATTERY,4,99.671484,2001632.000000,,
BATTERY,4,99.671226,2003232.000000,,
BATTERY,4,99.671226,2003232.000000,,
BATTERY,4,99.671205,2003361.000000,,
BATTERY,4,99.670652,2004546.000000,,
BATTERY,4,99.670292,2006785.000000,,
BATTERY,4,99.670292,2006785.000000,,
BATTERY,4,99.669972,2008771.000000,,
BATTERY,4,99.669972,2008771.000000,,
BATTERY,4,99.667314,2025263.142420,,
BATTERY,4,99.665895,2028304.142420,,
BATTERY,4,99.509133,3001312.000000,,
BATTERY,4,99.509133,3001312.000000,,
BATTERY,4,99.508875,3002912.000000,,
BATTERY,4,99.508875,3002912.000000,,
BATTERY,4,99.508607,3004578.000000,,
BATTERY,4,99.508607,3004578.000000,,
BATTERY,4,99.508297,3006498.000000,,
BATTERY,4,99.508297,3006498.000000,,
BATTERY,4,99.507916,3008867.000000,,
BATTERY,4,99.507363,3010052.000000,,
BATTERY,4,99.504757,3026223.142420,,
BATTERY,4,99.503338,3029264.142420,,
BATTERY,4,99.346870,4000448.000000,,
BATTERY,4,99.346317,4001633.000000,,
BATTERY,4,99.346059,4003232.000000,,
BATTERY,4,99.346059,4003232.000000,,
BATTERY,4,99.345848,4004545.000000,,
BATTERY,4,99.345848,4004545.000000,,
BATTERY,4,99.345590,4006145.000000,,
BATTERY,4,99.345590,4006145.000000,,
BATTERY,4,99.345373,4007491.000000,,
BATTERY,4,99.345373,4007491.000000,,
BATTERY,4,99.345161,4008804.000000,,
BATTERY,4,99.345161,4008804.000000,,
BATTERY,4,99.344641,4012037.000000,,
BATTERY,4,99.344641,4012037.000000,,
BATTERY,4,99.342252,4026863.142420,,
BATTERY,4,99.340833,4029904.142420,,
BATTERY,4,99.184277,5001632.000000,,
BATTERY,4,99.184277,5001632.000000,,
BATTERY,4,99.184210,5002048.000000,,
BATTERY,4,99.183657,5003233.000000,,
BATTERY,4,99.183445,5004545.000000,,
BATTERY,4,99.183445,5004545.000000,,
BATTERY,4,99.183187,5006145.000000,,
BATTERY,4,99.183187,5006145.000000,,
BATTERY,4,99.182924,5007778.000000,,
BATTERY,4,99.182924,5007778.000000,,
BATTERY,4,99.182558,5010051.000000,,
BATTERY,4,99.182558,5010051.000000,,
BATTERY,4,99.180056,5025583.142420,,
BATTERY,4,99.178637,5028624.142420,,
BATTERY,4,99.021926,6001312.000000,,
BATTERY,4,99.021926,6001312.000000,,
BATTERY,4,99.021905,6001441.000000,,
BATTERY,4,99.021352,6002626.000000,,
BATTERY,4,99.021094,6004225.000000,,
BATTERY,4,99.021094,6004225.000000,,
BATTERY,4,99.020831,6005858.000000,,
BATTERY,4,99.020831,6005858.000000,,
BATTERY,4,99.020620,6007171.000000,,
BATTERY,4,99.020620,6007171.000000,,
BATTERY,4,99.020202,6009764.000000,,
BATTERY,4,99.020202,6009764.000000,,
BATTERY,4,99.017602,6025903.142420,,
BATTERY,4,99.016183,6028944.142420,,
BATTERY,4,98.859523,7001312.000000,,
BATTERY,4,98.859523,7001312.000000,,
BATTERY,4,98.859312,7002625.000000,,
BATTERY,4,98.859312,7002625.000000,,
BATTERY,4,98.859054,7004225.000000,,
BATTERY,4,98.859054,7004225.000000,,
BATTERY,4,98.858930,7004994.000000,,
BATTERY,4,98.858377,7006179.000000,,
BATTERY,4,98.857960,7008771.000000,,
BATTERY,4,98.857960,7008771.000000,,
BATTERY,4,98.857748,7010084.000000,,
BATTERY,4,98.857748,7010084.000000,,
BATTERY,4,98.855251,7025583.142420,,
BATTERY,4,98.853832,7028624.142420,,
BATTERY,4,98.697260,8000448.000000,,
BATTERY,4,98.696707,8001633.000000,,
BATTERY,4,98.696496,8002945.000000,,
BATTERY,4,98.696496,8002945.000000,,
BATTERY,4,98.696078,8005538.000000,,
BATTERY,4,98.696078,8005538.000000,,
BATTERY,4,98.695763,8007491.000000,,
BATTERY,4,98.695763,8007491.000000,,
BATTERY,4,98.695500,8009124.000000,,
BATTERY,4,98.695500,8009124.000000,,
BATTERY,4,98.692797,8025903.142420,,
BATTERY,4,98.691378,8028944.142420,,
BATTERY,4,98.534909,9000128.000000,,
BATTERY,4,98.534356,9001313.000000,,
BATTERY,4,98.534099,9002912.000000,,
BATTERY,4,98.534099,9002912.000000,,
BATTERY,4,98.533882,9004258.000000,,
BATTERY,4,98.533882,9004258.000000,,
BATTERY,4,98.533573,9006178.000000,,
BATTERY,4,98.533573,9006178.000000,,
BATTERY,4,98.533206,9008451.000000,,
BATTERY,4,98.533206,9008451.000000,,
BATTERY,4,98.532686,9011684.000000,,
BATTERY,4,98.532686,9011684.000000,,
BATTERY,4,98.530343,9026223.142420,,
BATTERY,4,98.528924,9029264.142420,,
BATTERY,4,98.372301,10001408.000000,,
BATTERY,4,98.371748,10002593.000000,,
BATTERY,4,98.371536,10003905.000000,,
BATTERY,4,98.371536,10003905.000000,,
BATTERY,4,98.371279,10005505.000000,,
BATTERY,4,98.371279,10005505.000000,,
BATTERY,4,98.370964,10007458.000000,,
BATTERY,4,98.370964,10007458.000000,,
BATTERY,4,98.370598,10009731.000000,,
BATTERY,4,98.370598,10009731.000000,,
BATTERY,4,98.367941,10026223.142420,,
BATTERY,4,98.366522,10029264.142420,,
BATTERY,4,98.209914,11001312.000000,,
BATTERY,4,98.209914,11001312.000000,,
BATTERY,4,98.209651,11002945.000000,,
BATTERY,4,98.209651,11002945.000000,,
BATTERY,4,98.209393,11004545.000000,,
BATTERY,4,98.209393,11004545.000000,,
BATTERY,4,98.209181,11005858.000000,,
BATTERY,4,98.209181,11005858.000000,,
BATTERY,4,98.209109,11006307.000000,,
BATTERY,4,98.208556,11007492.000000,,
BATTERY,4,98.208345,11008804.000000,,
